OccGroup,Score,pool_n,pm,n,im,state,round
2333 Electrical Engineers,45,11.0,2026-05-25 05:00:53.000000029,0.0,,UNTOUCHED,2026-06
2333 Electrical Engineers,50,8.0,2026-06-07 05:05:34.999999935,0.0,,UNTOUCHED,2026-06
2333 Electrical Engineers,55,43.0,2026-08-24 04:55:15.999999827,0.0,,UNTOUCHED,2026-06
2333 Electrical Engineers,60,104.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
2333 Electrical Engineers,65,308.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2333 Electrical Engineers,70,352.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2333 Electrical Engineers,75,380.0,2026-08-25 04:57:32.999999797,0.0,,UNTOUCHED,2026-06
2333 Electrical Engineers,80,311.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2333 Electrical Engineers,85,263.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2333 Electrical Engineers,90,141.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2333 Electrical Engineers,95,53.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2026-06
2333 Electrical Engineers,100,12.0,2026-06-04 04:55:44.999999693,0.0,,UNTOUCHED,2026-06
2333 Electrical Engineers,105,1.0,2025-12-08 18:44:17.000000007,0.0,,UNTOUCHED,2026-06
2334 Electronics Engineers,25,1.0,2026-08-14 04:55:58.999999820,0.0,,UNTOUCHED,2026-06
2334 Electronics Engineers,45,5.0,2026-06-08 04:54:29.999999759,0.0,,UNTOUCHED,2026-06
2334 Electronics Engineers,50,14.0,2026-08-19 04:55:55.999999752,0.0,,UNTOUCHED,2026-06
2334 Electronics Engineers,55,27.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2026-06
2334 Electronics Engineers,60,72.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2026-06
2334 Electronics Engineers,65,219.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
2334 Electronics Engineers,70,217.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2026-06
2334 Electronics Engineers,75,205.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2334 Electronics Engineers,80,179.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2026-06
2334 Electronics Engineers,85,171.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2334 Electronics Engineers,90,90.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
2334 Electronics Engineers,95,32.0,2026-09-02 05:00:32.000000146,3.0,2026-01-20 04:54:46.999999961,PARTIAL,2026-06
2334 Electronics Engineers,100,5.0,2026-05-06 10:52:50.000000278,5.0,2026-05-06 10:52:50.000000278,CLEARED,2026-06
2334 Electronics Engineers,105,1.0,2026-05-05 09:00:35.000000009,1.0,2026-05-05 09:00:35.000000009,CLEARED,2026-06
"2335 Industrial, Mechanical and Production Engineers",40,5.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2026-06
"2335 Industrial, Mechanical and Production Engineers",45,4.0,2026-01-25 04:54:46.999999961,0.0,,UNTOUCHED,2026-06
"2335 Industrial, Mechanical and Production Engineers",50,31.0,2026-08-09 05:00:56.999999701,0.0,,UNTOUCHED,2026-06
"2335 Industrial, Mechanical and Production Engineers",55,98.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
"2335 Industrial, Mechanical and Production Engineers",60,225.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
"2335 Industrial, Mechanical and Production Engineers",65,642.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
"2335 Industrial, Mechanical and Production Engineers",70,699.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
"2335 Industrial, Mechanical and Production Engineers",75,775.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
"2335 Industrial, Mechanical and Production Engineers",80,605.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
"2335 Industrial, Mechanical and Production Engineers",85,631.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
"2335 Industrial, Mechanical and Production Engineers",90,383.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
"2335 Industrial, Mechanical and Production Engineers",95,109.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
"2335 Industrial, Mechanical and Production Engineers",100,24.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
"2335 Industrial, Mechanical and Production Engineers",105,2.0,2026-06-28 05:05:09.000000144,0.0,,UNTOUCHED,2026-06
2336 Mining Engineers,40,1.0,2026-04-17 04:58:23.999999773,0.0,,UNTOUCHED,2026-06
2336 Mining Engineers,45,2.0,2025-10-15 00:15:40.999999947,0.0,,UNTOUCHED,2026-06
2336 Mining Engineers,50,5.0,2026-06-28 05:05:09.000000144,0.0,,UNTOUCHED,2026-06
2336 Mining Engineers,55,9.0,2026-07-19 05:21:30.000000018,0.0,,UNTOUCHED,2026-06
2336 Mining Engineers,60,14.0,2026-08-17 04:55:06.000000003,0.0,,UNTOUCHED,2026-06
2336 Mining Engineers,65,56.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2026-06
2336 Mining Engineers,70,64.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2026-06
2336 Mining Engineers,75,61.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2026-06
2336 Mining Engineers,80,44.0,2026-08-17 04:55:06.000000003,35.0,2026-08-17 04:55:06.000000003,CLEARED,2026-06
2336 Mining Engineers,85,49.0,2026-08-26 04:55:23.000000206,49.0,2026-08-26 04:55:23.000000206,CLEARED,2026-06
2336 Mining Engineers,90,7.0,2026-05-29 22:50:06.000000282,6.0,2026-05-29 22:50:06.000000282,CLEARED,2026-06
2336 Mining Engineers,95,4.0,2026-08-04 04:59:14.000000144,6.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2336 Mining Engineers,105,1.0,2026-05-27 14:11:58.000000205,1.0,2026-05-27 14:11:58.000000205,CLEARED,2026-06
2339 Other Engineering Professionals,30,1.0,2026-06-02 04:55:07.000000239,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,40,1.0,2026-02-16 04:57:08.000000233,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,45,7.0,2026-05-08 04:56:01.999999896,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,50,26.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,55,77.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,60,166.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,65,649.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,70,733.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,75,713.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,80,650.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,85,667.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,90,392.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,95,146.0,2026-08-27 17:13:00.999999845,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,100,40.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2339 Other Engineering Professionals,105,3.0,2026-08-14 04:55:58.999999820,0.0,,UNTOUCHED,2026-06
2341 Agricultural and Forestry Scientists,45,1.0,2025-11-15 04:57:57.999999983,0.0,,UNTOUCHED,2026-06
2341 Agricultural and Forestry Scientists,50,5.0,2026-08-10 04:58:42.999999816,0.0,,UNTOUCHED,2026-06
2341 Agricultural and Forestry Scientists,55,18.0,2026-07-25 05:03:03.000000242,0.0,,UNTOUCHED,2026-06
2341 Agricultural and Forestry Scientists,60,28.0,2026-08-08 04:56:11.999999719,0.0,,UNTOUCHED,2026-06
2341 Agricultural and Forestry Scientists,65,121.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2341 Agricultural and Forestry Scientists,70,99.0,2026-08-31 14:42:37.999999704,0.0,,UNTOUCHED,2026-06
2341 Agricultural and Forestry Scientists,75,88.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2026-06
2341 Agricultural and Forestry Scientists,80,71.0,2026-08-13 04:57:24.999999805,49.0,2026-08-13 04:57:24.999999805,CLEARED,2026-06
2341 Agricultural and Forestry Scientists,85,49.0,2026-08-18 04:56:31.999999989,52.0,2026-08-18 04:56:31.999999989,CLEARED,2026-06
2341 Agricultural and Forestry Scientists,90,21.0,2026-08-18 04:56:31.999999989,20.0,2026-08-18 04:56:31.999999989,CLEARED,2026-06
2341 Agricultural and Forestry Scientists,95,5.0,2026-05-28 21:41:47.000000146,5.0,2026-05-28 21:41:47.000000146,CLEARED,2026-06
2341 Agricultural and Forestry Scientists,100,3.0,2026-05-01 00:17:08.999999773,3.0,2026-05-01 00:17:08.999999773,CLEARED,2026-06
"2342 Chemists, and Food and Wine Scientists",45,1.0,2026-07-14 05:00:54.999999861,0.0,,UNTOUCHED,2026-06
"2342 Chemists, and Food and Wine Scientists",50,5.0,2026-07-27 05:01:28.000000038,0.0,,UNTOUCHED,2026-06
"2342 Chemists, and Food and Wine Scientists",55,16.0,2026-08-08 04:56:11.999999719,0.0,,UNTOUCHED,2026-06
"2342 Chemists, and Food and Wine Scientists",60,33.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2026-06
"2342 Chemists, and Food and Wine Scientists",65,117.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
"2342 Chemists, and Food and Wine Scientists",70,117.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2026-06
"2342 Chemists, and Food and Wine Scientists",75,140.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
"2342 Chemists, and Food and Wine Scientists",80,109.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2026-06
"2342 Chemists, and Food and Wine Scientists",85,62.0,2026-08-30 05:07:51.000000300,9.0,2026-05-26 04:57:32.000000184,PARTIAL,2026-06
"2342 Chemists, and Food and Wine Scientists",90,51.0,2026-08-06 04:55:26.999999886,49.0,2026-08-06 04:55:26.999999886,CLEARED,2026-06
"2342 Chemists, and Food and Wine Scientists",95,9.0,2026-05-31 00:11:59.999999832,10.0,2026-06-02 15:44:45.999999873,CLEARED,2026-06
"2342 Chemists, and Food and Wine Scientists",100,4.0,2026-05-13 15:48:36.000000198,4.0,2026-05-13 15:48:36.000000198,CLEARED,2026-06
"2342 Chemists, and Food and Wine Scientists",105,2.0,2026-03-20 04:55:42.999999853,2.0,2026-03-20 04:55:42.999999853,CLEARED,2026-06
2343 Environmental Scientists,45,1.0,2025-11-10 04:55:12.999999751,0.0,,UNTOUCHED,2026-06
2343 Environmental Scientists,55,3.0,2026-05-31 04:55:58.000000215,0.0,,UNTOUCHED,2026-06
2343 Environmental Scientists,60,10.0,2026-06-04 04:55:44.999999693,0.0,,UNTOUCHED,2026-06
2343 Environmental Scientists,65,39.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2343 Environmental Scientists,70,40.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2343 Environmental Scientists,75,50.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2026-06
2343 Environmental Scientists,80,42.0,2026-08-23 05:01:10.000000231,33.0,2026-08-23 05:01:10.000000231,CLEARED,2026-06
2343 Environmental Scientists,85,44.0,2026-08-04 04:59:14.000000144,45.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2343 Environmental Scientists,90,29.0,2026-05-29 16:48:21.999999859,28.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2343 Environmental Scientists,95,3.0,2026-05-04 05:07:14.999999424,4.0,2026-06-01 17:36:47.000000007,CLEARED,2026-06
2343 Environmental Scientists,100,3.0,2026-05-28 04:57:37.000000100,3.0,2026-05-28 04:57:37.000000100,CLEARED,2026-06
2343 Environmental Scientists,105,2.0,2026-04-30 13:05:40.000000064,2.0,2026-04-30 13:05:40.000000064,CLEARED,2026-06
2344 Geologists Geophysicists and Hydrogeologists,55,1.0,2026-06-26 05:01:07.000000155,0.0,,UNTOUCHED,2026-06
2344 Geologists Geophysicists and Hydrogeologists,60,3.0,2026-08-22 04:57:27.000000276,0.0,,UNTOUCHED,2026-06
2344 Geologists Geophysicists and Hydrogeologists,65,9.0,2026-07-25 05:03:03.000000242,0.0,,UNTOUCHED,2026-06
2344 Geologists Geophysicists and Hydrogeologists,70,5.0,2026-07-31 04:56:47.999999964,0.0,,UNTOUCHED,2026-06
2344 Geologists Geophysicists and Hydrogeologists,75,6.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
2344 Geologists Geophysicists and Hydrogeologists,80,5.0,2026-05-30 04:56:19.999999703,4.0,2026-03-23 23:08:26.999999914,PARTIAL,2026-06
2344 Geologists Geophysicists and Hydrogeologists,85,3.0,2026-01-31 22:08:12.999999992,3.0,2026-01-31 22:08:12.999999992,CLEARED,2026-06
2344 Geologists Geophysicists and Hydrogeologists,90,2.0,2026-05-03 00:04:13.000000048,3.0,2026-06-01 20:21:42.999999909,CLEARED,2026-06
2344 Geologists Geophysicists and Hydrogeologists,100,1.0,2026-05-31 10:41:43.000000261,1.0,2026-05-31 10:41:43.000000261,CLEARED,2026-06
2345 Life Scientists,50,6.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2345 Life Scientists,55,18.0,2026-08-10 04:58:42.999999816,0.0,,UNTOUCHED,2026-06
2345 Life Scientists,60,26.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2345 Life Scientists,65,100.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2345 Life Scientists,70,84.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2026-06
2345 Life Scientists,75,109.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2026-06
2345 Life Scientists,80,75.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2345 Life Scientists,85,89.0,2026-08-24 04:55:15.999999827,0.0,,UNTOUCHED,2026-06
2345 Life Scientists,90,52.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2345 Life Scientists,95,20.0,2026-08-04 04:59:14.000000144,10.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2345 Life Scientists,100,13.0,2026-05-31 15:45:54.000000051,11.0,2026-05-18 15:21:18.999999745,PARTIAL,2026-06
2345 Life Scientists,105,1.0,2026-04-19 21:17:24.000000135,1.0,2026-04-19 21:17:24.000000135,CLEARED,2026-06
2346 Medical Laboratory Scientists,55,3.0,2026-06-14 05:12:00.000000046,0.0,,UNTOUCHED,2026-06
2346 Medical Laboratory Scientists,60,9.0,2026-05-19 04:54:53.999999717,0.0,,UNTOUCHED,2026-06
2346 Medical Laboratory Scientists,65,48.0,2026-08-14 04:55:58.999999820,0.0,,UNTOUCHED,2026-06
2346 Medical Laboratory Scientists,70,65.0,2026-08-16 04:58:10.999999873,0.0,,UNTOUCHED,2026-06
2346 Medical Laboratory Scientists,75,80.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2026-06
2346 Medical Laboratory Scientists,80,46.0,2026-08-29 05:03:29.000000033,38.0,2026-08-29 05:03:29.000000033,CLEARED,2026-06
2346 Medical Laboratory Scientists,85,24.0,2026-08-20 04:58:58.999999782,24.0,2026-08-20 04:58:58.999999782,CLEARED,2026-06
2346 Medical Laboratory Scientists,90,9.0,2026-05-29 04:55:04.000000163,10.0,2026-06-02 04:55:07.000000239,CLEARED,2026-06
2347 Veterinarians,55,1.0,2026-05-20 04:54:34.000000070,0.0,,UNTOUCHED,2026-06
2347 Veterinarians,65,9.0,2026-06-20 04:54:59.999999860,0.0,,UNTOUCHED,2026-06
2347 Veterinarians,70,8.0,2026-06-04 08:08:47.000000183,0.0,,UNTOUCHED,2026-06
2347 Veterinarians,75,23.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2347 Veterinarians,80,19.0,2026-08-04 04:59:14.000000144,15.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2347 Veterinarians,85,26.0,2026-08-04 04:59:14.000000144,28.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2347 Veterinarians,90,15.0,2026-08-04 04:59:14.000000144,16.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2347 Veterinarians,95,4.0,2026-02-23 04:56:51.000000031,4.0,2026-02-23 04:56:51.000000031,CLEARED,2026-06
2347 Veterinarians,100,1.0,2026-02-06 04:55:31.999999794,1.0,2026-02-06 04:55:31.999999794,CLEARED,2026-06
2349 Other Natural and Physical Science Professionals,55,4.0,2026-07-25 05:03:03.000000242,0.0,,UNTOUCHED,2026-06
2349 Other Natural and Physical Science Professionals,60,6.0,2026-08-06 04:55:26.999999886,0.0,,UNTOUCHED,2026-06
2349 Other Natural and Physical Science Professionals,65,26.0,2026-08-21 04:59:33.999999792,0.0,,UNTOUCHED,2026-06
2349 Other Natural and Physical Science Professionals,70,18.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2026-06
2349 Other Natural and Physical Science Professionals,75,20.0,2026-06-11 04:57:27.000000276,0.0,,UNTOUCHED,2026-06
2349 Other Natural and Physical Science Professionals,80,11.0,2026-08-04 04:59:14.000000144,11.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2349 Other Natural and Physical Science Professionals,85,10.0,2026-08-04 04:59:14.000000144,11.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2349 Other Natural and Physical Science Professionals,90,4.0,2026-05-31 14:56:47.000000146,4.0,2026-05-31 14:56:47.000000146,CLEARED,2026-06
2349 Other Natural and Physical Science Professionals,95,3.0,2026-02-21 00:57:45.000000296,3.0,2026-02-21 00:57:45.000000296,CLEARED,2026-06
2349 Other Natural and Physical Science Professionals,100,4.0,2026-05-07 09:06:23.999999866,4.0,2026-05-07 09:06:23.999999866,CLEARED,2026-06
2349 Other Natural and Physical Science Professionals,105,2.0,2026-05-07 09:20:33.000000308,2.0,2026-05-07 09:20:33.000000308,CLEARED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,40,2.0,2026-05-05 17:30:37.000000267,0.0,,UNTOUCHED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,45,3.0,2026-07-18 05:00:43.999999810,0.0,,UNTOUCHED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,50,21.0,2026-08-26 04:55:23.000000206,0.0,,UNTOUCHED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,55,61.0,2026-08-25 04:57:32.999999797,0.0,,UNTOUCHED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,60,224.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,65,851.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,70,1265.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,75,1108.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,80,1014.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,85,1067.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,90,155.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,95,3.0,2026-05-10 11:11:18.999999885,0.0,,UNTOUCHED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,100,1.0,2026-06-14 05:12:00.000000046,0.0,,UNTOUCHED,2026-06
2411 Early Childhood (Pre-primary School) Teachers,125,1.0,2026-05-29 22:35:23.000000066,0.0,,UNTOUCHED,2026-06
2414 Secondary School Teachers,40,1.0,2026-03-10 04:56:22.999999778,0.0,,UNTOUCHED,2026-06
2414 Secondary School Teachers,45,2.0,2026-04-07 16:55:55.999999752,0.0,,UNTOUCHED,2026-06
2414 Secondary School Teachers,50,4.0,2026-05-06 04:57:21.999999738,0.0,,UNTOUCHED,2026-06
2414 Secondary School Teachers,55,14.0,2026-08-20 04:58:58.999999782,0.0,,UNTOUCHED,2026-06
2414 Secondary School Teachers,60,38.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2414 Secondary School Teachers,65,210.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2414 Secondary School Teachers,70,287.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2414 Secondary School Teachers,75,273.0,2026-09-01 05:03:54.000000218,31.0,2026-08-27 04:59:08.000000001,PARTIAL,2026-06
2414 Secondary School Teachers,80,165.0,2026-08-12 05:05:07.000000313,170.0,2026-08-12 05:05:07.000000313,CLEARED,2026-06
2414 Secondary School Teachers,85,81.0,2026-08-27 04:59:08.000000001,86.0,2026-08-27 04:59:08.000000001,CLEARED,2026-06
2414 Secondary School Teachers,90,16.0,2026-08-04 04:59:14.000000144,17.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2414 Secondary School Teachers,95,1.0,2026-04-12 10:29:31.000000133,2.0,2026-06-04 00:42:25.999999836,CLEARED,2026-06
2414 Secondary School Teachers,100,1.0,2026-03-05 04:56:11.000000114,2.0,2026-06-04 00:08:23.000000029,CLEARED,2026-06
2415 Special Education Teachers,55,1.0,2025-09-08 04:55:28.999999727,0.0,,UNTOUCHED,2026-06
2415 Special Education Teachers,60,1.0,2026-03-03 05:00:51.000000189,0.0,,UNTOUCHED,2026-06
2415 Special Education Teachers,65,5.0,2026-06-09 04:54:02.999999733,0.0,,UNTOUCHED,2026-06
2415 Special Education Teachers,70,7.0,2026-08-13 04:57:24.999999805,0.0,,UNTOUCHED,2026-06
2415 Special Education Teachers,75,6.0,2026-08-22 04:57:27.000000276,1.0,2026-01-04 04:55:34.999999870,PARTIAL,2026-06
2415 Special Education Teachers,80,2.0,2026-03-15 20:12:38.999999727,2.0,2026-03-15 20:12:38.999999727,CLEARED,2026-06
2415 Special Education Teachers,85,1.0,2026-01-13 04:57:53.000000066,1.0,2026-01-13 04:57:53.000000066,CLEARED,2026-06
2421 University Lecturers and Tutors,45,1.0,2025-11-25 04:54:21.999999775,0.0,,UNTOUCHED,2026-06
2421 University Lecturers and Tutors,50,9.0,2026-06-25 05:01:32.999999946,0.0,,UNTOUCHED,2026-06
2421 University Lecturers and Tutors,55,21.0,2026-08-01 05:01:39.999999694,0.0,,UNTOUCHED,2026-06
2421 University Lecturers and Tutors,60,59.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2026-06
2421 University Lecturers and Tutors,65,208.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2026-06
2421 University Lecturers and Tutors,70,180.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2421 University Lecturers and Tutors,75,185.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2026-06
2421 University Lecturers and Tutors,80,165.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2026-06
2421 University Lecturers and Tutors,85,116.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2026-06
2421 University Lecturers and Tutors,90,97.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2421 University Lecturers and Tutors,95,43.0,2026-08-16 04:58:10.999999873,0.0,,UNTOUCHED,2026-06
2421 University Lecturers and Tutors,100,21.0,2026-08-26 04:55:23.000000206,0.0,,UNTOUCHED,2026-06
2421 University Lecturers and Tutors,105,10.0,2026-06-17 04:54:18.000000103,0.0,,UNTOUCHED,2026-06
2512 Medical Imaging Professionals,55,2.0,2026-06-26 05:01:07.000000155,0.0,,UNTOUCHED,2026-06
2512 Medical Imaging Professionals,60,2.0,2026-05-31 04:55:58.000000215,0.0,,UNTOUCHED,2026-06
2512 Medical Imaging Professionals,65,21.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
2512 Medical Imaging Professionals,70,18.0,2026-07-01 04:59:06.999999766,0.0,,UNTOUCHED,2026-06
2512 Medical Imaging Professionals,75,40.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
2512 Medical Imaging Professionals,80,26.0,2026-08-04 04:59:14.000000144,28.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2512 Medical Imaging Professionals,85,3.0,2026-05-17 05:09:28.999999949,3.0,2026-05-17 05:09:28.999999949,CLEARED,2026-06
2512 Medical Imaging Professionals,90,1.0,2026-02-18 16:49:42.999999936,1.0,2026-02-18 16:49:42.999999936,CLEARED,2026-06
2514 Optometrists and Orthoptists,65,2.0,2026-04-07 04:54:40.999999818,0.0,,UNTOUCHED,2026-06
2514 Optometrists and Orthoptists,70,2.0,2026-03-08 16:30:52.000000211,0.0,,UNTOUCHED,2026-06
2514 Optometrists and Orthoptists,75,9.0,2026-07-26 05:06:30.000000222,0.0,,UNTOUCHED,2026-06
2514 Optometrists and Orthoptists,80,3.0,2026-05-19 20:11:50.000000222,4.0,2026-06-01 13:32:45.999999827,CLEARED,2026-06
2514 Optometrists and Orthoptists,85,1.0,2026-03-05 04:56:11.000000114,1.0,2026-03-05 04:56:11.000000114,CLEARED,2026-06
2514 Optometrists and Orthoptists,90,1.0,2026-04-01 15:23:46.999999766,0.0,,UNTOUCHED,2026-06
2514 Optometrists and Orthoptists,95,0.0,,1.0,2026-06-04 00:24:35.999999910,PARTIAL,2026-06
2519 Other Health Diagnostic and Promotion Professionals,65,2.0,2026-03-06 18:02:58.999999727,0.0,,UNTOUCHED,2026-06
2519 Other Health Diagnostic and Promotion Professionals,70,1.0,2025-11-20 19:46:58.999999949,0.0,,UNTOUCHED,2026-06
2519 Other Health Diagnostic and Promotion Professionals,75,1.0,2026-06-15 04:54:56.000000180,0.0,,UNTOUCHED,2026-06
2521 Chiropractors and Osteopaths,55,1.0,2026-07-06 04:58:17.000000016,0.0,,UNTOUCHED,2026-06
2521 Chiropractors and Osteopaths,60,1.0,2026-06-28 05:05:09.000000144,0.0,,UNTOUCHED,2026-06
2521 Chiropractors and Osteopaths,65,4.0,2026-05-12 04:54:29.000000154,0.0,,UNTOUCHED,2026-06
2521 Chiropractors and Osteopaths,70,7.0,2026-08-10 04:58:42.999999816,0.0,,UNTOUCHED,2026-06
2521 Chiropractors and Osteopaths,75,10.0,2026-08-14 04:55:58.999999820,0.0,,UNTOUCHED,2026-06
2521 Chiropractors and Osteopaths,80,52.0,2026-08-04 04:59:14.000000144,8.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2521 Chiropractors and Osteopaths,85,6.0,2026-05-26 04:57:32.000000184,6.0,2026-05-26 04:57:32.000000184,CLEARED,2026-06
2521 Chiropractors and Osteopaths,90,1.0,2026-04-13 14:21:44.000000144,1.0,2026-04-13 14:21:44.000000144,CLEARED,2026-06
