AsAt,OccGroup,Score,n,maxsub,minsub
12/2024,2533 Internal Medicine Specialists,80,2,45551.77884517361,45537.63202827546
12/2024,2533 Internal Medicine Specialists,50,1,45640.513158217596,45640.513158217596
12/2024,3332 Plasterers,65,3,45628.7542715625,45547.025253125
12/2024,3332 Plasterers,75,1,45631.98608086805,45631.98608086805
12/2024,3332 Plasterers,70,1,45650.75265081019,45650.75265081019
12/2024,3332 Plasterers,60,3,45643.97768429398,45567.187230787036
12/2024,3611 Animal Attendants and Trainers,70,1,45589.508466782405,45589.508466782405
12/2024,3334 Wall and Floor Tilers,65,24,45656.50853854167,45300.11054267361
12/2024,3334 Wall and Floor Tilers,75,2,45650.02534074074,45616.63890038194
12/2024,3334 Wall and Floor Tilers,70,4,45642.64472523148,45098.518977430555
12/2024,3334 Wall and Floor Tilers,80,1,45616.59893116898,45616.59893116898
12/2024,3334 Wall and Floor Tilers,60,1,45635.91514027778,45635.91514027778
12/2024,2112 Music Professionals,75,1,45137.96987931713,45137.96987931713
12/2024,2112 Music Professionals,70,1,45164.180877928244,45164.180877928244
12/2024,"2121 Artistic Directors, and Media Producers and Presenters",80,1,45559.92224209491,45559.92224209491
12/2024,3211 Automotive Electricians,65,2,45589.88297673611,45552.70393611111
12/2024,3211 Automotive Electricians,75,2,45552.24357954861,45293.95379027778
12/2024,3211 Automotive Electricians,70,4,45643.92442916667,45203.91699707176
12/2024,2534 Psychiatrists,65,1,45630.972543634256,45630.972543634256
12/2024,2514 Optometrists and Orthoptists,70,2,45592.76924336806,45589.70330274306
12/2024,2526 Podiatrists,65,1,45520.92722815972,45520.92722815972
12/2024,2526 Podiatrists,75,1,45631.56282658565,45631.56282658565
12/2024,2526 Podiatrists,70,1,45567.2283962963,45567.2283962963
12/2024,"2111 Actors, Dancers and Other Entertainers",75,1,45586.90887172454,45586.90887172454
11/2024,2613 Software and Applications Programmers,65,348,45626.903186111114,44895.60296334491
11/2024,2613 Software and Applications Programmers,75,504,45625.754857754626,44901.53381006944
11/2024,2613 Software and Applications Programmers,70,448,45626.75592118056,44909.54623530093
11/2024,2613 Software and Applications Programmers,80,463,45625.905119016206,44904.63206805556
11/2024,2613 Software and Applications Programmers,95,72,45626.90842612268,44907.86570732639
11/2024,2613 Software and Applications Programmers,90,418,45625.83655609954,44903.8644709838
11/2024,2613 Software and Applications Programmers,85,503,45626.90294479167,44907.884454976855
11/2024,2613 Software and Applications Programmers,55,26,45625.803050347226,45135.82642144676
11/2024,2613 Software and Applications Programmers,60,58,45624.29608179398,44907.99399667824
11/2024,2613 Software and Applications Programmers,50,3,45611.9465121875,45490.69376616898
11/2024,2613 Software and Applications Programmers,110,1,45603.902996875,45603.902996875
11/2024,2613 Software and Applications Programmers,100,2,45607.69912445602,45058.748208414356
11/2024,2613 Software and Applications Programmers,105,3,45618.84055790509,45618.83056825231
11/2024,2613 Software and Applications Programmers,35,1,45475.83288954861,45475.83288954861
11/2024,3212 Motor Mechanics,65,115,45624.57849984954,45028.755657256945
11/2024,3212 Motor Mechanics,75,62,45621.953291631944,44957.85580883102
11/2024,3212 Motor Mechanics,70,92,45625.563938391206,44905.48903576389
11/2024,3212 Motor Mechanics,80,30,45622.566384143516,44909.838047488425
11/2024,3212 Motor Mechanics,90,2,45614.88259247685,45280.43811643519
11/2024,3212 Motor Mechanics,85,7,45619.65733321759,45022.94103533565
11/2024,3212 Motor Mechanics,55,6,45562.563173726856,45293.60181574074
11/2024,3212 Motor Mechanics,60,14,45623.00406215277,45262.60006327546
11/2024,2332 Civil Engineering Professionals,65,255,45626.19157418981,44918.109409375
11/2024,2332 Civil Engineering Professionals,75,291,45626.68675350695,44895.87041357639
11/2024,2332 Civil Engineering Professionals,70,341,45626.7174284375,44901.5290028588
11/2024,2332 Civil Engineering Professionals,80,269,45623.86908607639,44909.60247858796
11/2024,2332 Civil Engineering Professionals,95,2,45623.85181759259,45604.370405752314
11/2024,2332 Civil Engineering Professionals,90,16,45621.909866435184,44972.91061759259
11/2024,2332 Civil Engineering Professionals,85,161,45625.70679560185,44931.06485034722
11/2024,2332 Civil Engineering Professionals,55,19,45622.6598840625,45278.08421701389
11/2024,2332 Civil Engineering Professionals,60,44,45618.9474741088,45092.85644606481
11/2024,2332 Civil Engineering Professionals,50,7,45624.973638310184,44895.65455980324
11/2024,2332 Civil Engineering Professionals,45,1,45561.79087604167,45561.79087604167
11/2024,2411 Early Childhood (Pre-primary School) Teachers,65,184,45626.53851226852,45184.503680752314
11/2024,2411 Early Childhood (Pre-primary School) Teachers,75,56,45624.30236072917,45293.57127175926
11/2024,2411 Early Childhood (Pre-primary School) Teachers,70,277,45626.56761322917,45092.632223148146
11/2024,2411 Early Childhood (Pre-primary School) Teachers,80,29,45622.9626366088,45305.85738483796
11/2024,2411 Early Childhood (Pre-primary School) Teachers,85,5,45618.91413642361,45603.803942280094
11/2024,2411 Early Childhood (Pre-primary School) Teachers,55,2,45618.64761157407,45617.53382962963
11/2024,2411 Early Childhood (Pre-primary School) Teachers,60,17,45623.472102314816,44960.452444560186
11/2024,2411 Early Childhood (Pre-primary School) Teachers,50,4,45614.76096211806,45541.83488642361
11/2024,2411 Early Childhood (Pre-primary School) Teachers,45,1,45028.03625613426,45028.03625613426
11/2024,2611 ICT Business and Systems Analysts,65,217,45626.297775231484,44906.71487650463
11/2024,2611 ICT Business and Systems Analysts,75,359,45625.860756863425,44895.76783521991
11/2024,2611 ICT Business and Systems Analysts,70,239,45625.680210729166,44906.809756250004
11/2024,2611 ICT Business and Systems Analysts,80,333,45625.89266385417,44904.772924108795
11/2024,2611 ICT Business and Systems Analysts,95,54,45625.74582222222,44936.889866087964
11/2024,2611 ICT Business and Systems Analysts,90,349,45626.60106261574,44911.98384262731
11/2024,2611 ICT Business and Systems Analysts,85,336,45625.89709255787,44905.70746820602
11/2024,2611 ICT Business and Systems Analysts,55,12,45617.698778935184,44918.913143321755
11/2024,2611 ICT Business and Systems Analysts,60,39,45624.03355420139,44904.01104008102
11/2024,2611 ICT Business and Systems Analysts,50,3,45626.908868784725,45566.755892905094
11/2024,2611 ICT Business and Systems Analysts,100,6,45615.63884806713,45050.513784375
11/2024,2211 Accountants,65,200,45626.613352002314,44904.895420023146
11/2024,2211 Accountants,75,269,45626.56206732639,44904.08200231481
11/2024,2211 Accountants,70,317,45626.96571408565,44904.81943202546
11/2024,2211 Accountants,80,270,45626.819297187496,44903.78546493055
11/2024,2211 Accountants,95,20,45617.90589204861,44911.60870844907
11/2024,2211 Accountants,90,156,45621.79578101852,44903.784347106484
11/2024,2211 Accountants,85,242,45626.48356122685,44903.814129398146
11/2024,2211 Accountants,55,7,45546.19469340278,44904.33652361111
11/2024,2211 Accountants,60,29,45626.420303356485,44914.732113425925
11/2024,2211 Accountants,45,2,45621.51745625,45573.65060228009
11/2024,2211 Accountants,35,1,45614.67377908565,45614.67377908565
11/2024,2344 Geologists Geophysicists and Hydrogeologists,65,4,45614.51607392361,45390.784484641204
11/2024,2344 Geologists Geophysicists and Hydrogeologists,75,5,45585.629028090276,45334.97486195602
11/2024,2344 Geologists Geophysicists and Hydrogeologists,70,3,45507.528761030095,45014.78110193287
11/2024,2344 Geologists Geophysicists and Hydrogeologists,80,1,45374.890254513884,45374.890254513884
11/2024,2344 Geologists Geophysicists and Hydrogeologists,85,3,45551.00119313657,45540.63637334491
11/2024,2344 Geologists Geophysicists and Hydrogeologists,60,1,45593.76753140046,45593.76753140046
11/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",65,56,45625.758844675926,45001.05492403935
11/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",75,94,45624.69962954861,44972.09046886574
11/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",70,60,45614.80060957176,44903.73052283565
11/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",80,88,45625.886079247684,44906.4086852662
11/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",95,6,45468.73211643519,44958.924585416666
11/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",90,67,45623.477945833336,44917.5755474537
11/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",85,80,45624.65846443287,44903.46596987268
11/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",55,3,45624.55836851852,45188.77126809028
11/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",60,7,45626.14428356481,45294.572327118054
11/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",50,2,45604.82727461806,45562.72157951389
11/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",100,1,45604.529725266206,45604.529725266206
11/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",65,80,45624.86028896991,44911.92559170139
11/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",75,141,45624.668489386575,44903.74963885416
11/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",70,132,45626.65312873843,44904.61715605324
11/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",80,115,45625.98508668981,44903.97263880787
11/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",95,2,45617.90243545139,45477.30545853009
11/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",90,18,45619.521062534724,45007.52244707176
11/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",85,156,45625.54893457176,44903.75023402778
11/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",55,1,45026.398066168986,45026.398066168986
11/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",60,15,45621.77015054398,44915.82520917824
11/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",100,2,45603.60894780092,45603.449114814815
11/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",45,1,45574.86311643518,45574.86311643518
11/2024,2345 Life Scientists,65,23,45625.69856646991,45003.65408383102
11/2024,2345 Life Scientists,75,19,45617.73335486111,45179.80757866898
11/2024,2345 Life Scientists,70,27,45625.69285609954,45221.18458576389
11/2024,2345 Life Scientists,80,28,45612.52848572917,45036.62774945602
11/2024,2345 Life Scientists,95,3,45625.77359521991,45045.93613275463
11/2024,2345 Life Scientists,90,6,45616.61610945602,45209.74943788195
11/2024,2345 Life Scientists,85,27,45626.44044641204,45071.87355266204
11/2024,2345 Life Scientists,55,2,45589.17766342593,45372.461501122685
11/2024,2345 Life Scientists,60,7,45612.96917855324,44896.31589884259
11/2024,2345 Life Scientists,100,2,45624.82408680556,45607.83882434027
11/2024,"2335 Industrial, Mechanical and Production Engineers",65,218,45626.71024991898,44904.01230474537
11/2024,"2335 Industrial, Mechanical and Production Engineers",75,262,45625.86681836806,44903.7077872338
11/2024,"2335 Industrial, Mechanical and Production Engineers",70,240,45625.92877353009,44903.98373649306
11/2024,"2335 Industrial, Mechanical and Production Engineers",80,229,45626.896095717595,44905.53686392361
11/2024,"2335 Industrial, Mechanical and Production Engineers",95,3,45617.49985582176,45456.071941319446
11/2024,"2335 Industrial, Mechanical and Production Engineers",90,17,45625.11131238426,44909.115613078706
11/2024,"2335 Industrial, Mechanical and Production Engineers",85,176,45626.99247033565,44900.76327167824
11/2024,"2335 Industrial, Mechanical and Production Engineers",55,19,45615.97108989583,45106.577082986114
11/2024,"2335 Industrial, Mechanical and Production Engineers",60,38,45623.01226689815,44932.75329814815
11/2024,"2335 Industrial, Mechanical and Production Engineers",50,6,45614.97122986111,45261.952035104165
11/2024,"2335 Industrial, Mechanical and Production Engineers",40,1,45560.7808008912,45560.7808008912
11/2024,"2335 Industrial, Mechanical and Production Engineers",45,1,44908.9745522338,44908.9745522338
11/2024,2339 Other Engineering Professionals,65,169,45626.99053630787,44900.589824849536
11/2024,2339 Other Engineering Professionals,75,212,45624.54218321759,44908.07324131944
11/2024,2339 Other Engineering Professionals,70,211,45626.956226932874,44909.75252746528
11/2024,2339 Other Engineering Professionals,80,205,45626.69729186343,44903.451368553244
11/2024,2339 Other Engineering Professionals,95,4,45619.604704363424,45586.77077700231
11/2024,2339 Other Engineering Professionals,90,18,45622.868425,45030.49470177083
11/2024,2339 Other Engineering Professionals,85,193,45625.77303726852,44936.88635543981
11/2024,2339 Other Engineering Professionals,55,12,45613.771014004626,45255.04210806713
11/2024,2339 Other Engineering Professionals,60,34,45624.87153005787,44964.62142306713
11/2024,2339 Other Engineering Professionals,50,7,45617.53771238426,45523.53101107639
11/2024,2339 Other Engineering Professionals,100,1,45160.41600532408,45160.41600532408
11/2024,2341 Agricultural and Forestry Scientists,65,34,45621.00387005787,45088.65901103009
11/2024,2341 Agricultural and Forestry Scientists,75,20,45618.59199915509,45061.581125578705
11/2024,2341 Agricultural and Forestry Scientists,70,24,45620.93504070602,45161.732106944444
11/2024,2341 Agricultural and Forestry Scientists,80,20,45615.59389082176,44915.55442083333
11/2024,2341 Agricultural and Forestry Scientists,90,3,45611.98208032407,45060.950651817126
11/2024,2341 Agricultural and Forestry Scientists,85,13,45617.69688989583,45076.914106365744
11/2024,2341 Agricultural and Forestry Scientists,55,1,45626.93074487268,45626.93074487268
11/2024,2341 Agricultural and Forestry Scientists,60,7,45554.00163356481,45027.80215945602
11/2024,2341 Agricultural and Forestry Scientists,50,2,45599.81042461806,45554.126949108795
11/2024,2341 Agricultural and Forestry Scientists,100,1,45613.88356689815,45613.88356689815
11/2024,2544 Registered Nurses,65,389,45625.90354829861,44984.716272881946
11/2024,2544 Registered Nurses,75,68,45626.73176689815,45261.51763310185
11/2024,2544 Registered Nurses,70,410,45626.95429059028,44944.819658217595
11/2024,2544 Registered Nurses,80,32,45626.11354857639,45315.722261145835
11/2024,2544 Registered Nurses,95,1,45606.57668387731,45606.57668387731
11/2024,2544 Registered Nurses,90,2,45437.35384054398,45151.83353379629
11/2024,2544 Registered Nurses,85,15,45622.51389598379,45496.47528614583
11/2024,2544 Registered Nurses,55,11,45625.897487581016,45265.91999282407
11/2024,2544 Registered Nurses,60,48,45624.00995162037,45112.7596528125
11/2024,2544 Registered Nurses,50,1,45610.40633769676,45610.40633769676
11/2024,2544 Registered Nurses,40,1,45591.50560065972,45591.50560065972
11/2024,2544 Registered Nurses,45,2,45624.05595378472,45389.7972227662
11/2024,3513 Chefs,65,354,45626.90860836806,44946.464321064814
11/2024,3513 Chefs,75,197,45625.45349320602,44905.81687418981
11/2024,3513 Chefs,70,269,45625.911677199074,44904.906287349535
11/2024,3513 Chefs,80,110,45624.82379221065,44905.833624189814
11/2024,3513 Chefs,95,1,45611.6423752662,45611.6423752662
11/2024,3513 Chefs,90,10,45617.62008576389,44998.527959259256
11/2024,3513 Chefs,85,44,45622.75644247685,44903.94554050926
11/2024,3513 Chefs,55,20,45623.85040671296,45309.78041478009
11/2024,3513 Chefs,60,44,45618.78427337963,45139.73040177084
11/2024,3513 Chefs,50,5,45608.847075578706,45492.50293587963
11/2024,3513 Chefs,45,1,45616.843376770834,45616.843376770834
11/2024,2334 Electronics Engineers,65,65,45624.88637318287,44950.98269609954
11/2024,2334 Electronics Engineers,75,85,45624.77240462963,44903.91773954861
11/2024,2334 Electronics Engineers,70,72,45624.718977743054,44910.03570216435
11/2024,2334 Electronics Engineers,80,77,45626.85814270833,44958.5806863426
11/2024,2334 Electronics Engineers,95,4,45605.61540335648,44967.43282311343
11/2024,2334 Electronics Engineers,90,7,45618.52507604167,45160.4940212963
11/2024,2334 Electronics Engineers,85,63,45618.50117511574,44945.93443684028
11/2024,2334 Electronics Engineers,55,11,45615.868754745374,45306.17419239583
11/2024,2334 Electronics Engineers,60,15,45612.986713425926,45035.51399209491
11/2024,2334 Electronics Engineers,50,1,45541.02116400463,45541.02116400463
11/2024,3232 Metal Fitters and Machinists,65,14,45621.787614270834,45422.786521215276
11/2024,3232 Metal Fitters and Machinists,75,5,45586.774872141206,45230.706501967594
11/2024,3232 Metal Fitters and Machinists,70,3,45618.07130084491,45594.89224212963
11/2024,3232 Metal Fitters and Machinists,80,1,45069.010797766205,45069.010797766205
11/2024,3232 Metal Fitters and Machinists,85,1,45609.13899047454,45609.13899047454
11/2024,3232 Metal Fitters and Machinists,55,3,45570.58091423611,45391.73651458333
11/2024,3232 Metal Fitters and Machinists,60,2,45485.020327349535,45366.71220454861
11/2024,3232 Metal Fitters and Machinists,50,1,45312.240789930554,45312.240789930554
11/2024,2631 Computer Network Professionals,65,86,45624.64990925926,44960.603513344904
11/2024,2631 Computer Network Professionals,75,156,45626.66342762731,44907.88015575231
11/2024,2631 Computer Network Professionals,70,88,45622.868199108794,44914.814075497685
11/2024,2631 Computer Network Professionals,80,134,45626.920790856486,44903.49202010417
11/2024,2631 Computer Network Professionals,95,21,45617.479550462966,45037.50052835648
11/2024,2631 Computer Network Professionals,90,88,45624.72108333334,44904.30514459491
11/2024,2631 Computer Network Professionals,85,115,45626.8937227662,44904.236768981486
11/2024,2631 Computer Network Professionals,55,6,45610.71794128472,45590.49189197917
11/2024,2631 Computer Network Professionals,60,9,45611.860594247686,45111.67901177083
11/2024,2631 Computer Network Professionals,50,4,45565.79514082176,45233.67195015046
11/2024,2631 Computer Network Professionals,40,1,45552.13451230324,45552.13451230324
11/2024,"2342 Chemists, and Food and Wine Scientists",65,43,45614.877790046296,44964.82668336805
11/2024,"2342 Chemists, and Food and Wine Scientists",75,33,45621.52735775463,45108.85504077547
11/2024,"2342 Chemists, and Food and Wine Scientists",70,35,45610.91205219907,44998.86002670139
11/2024,"2342 Chemists, and Food and Wine Scientists",80,27,45624.42209105324,44963.64870443287
11/2024,"2342 Chemists, and Food and Wine Scientists",95,1,45606.81369383102,45606.81369383102
11/2024,"2342 Chemists, and Food and Wine Scientists",90,3,45625.83164456018,45085.58111064815
11/2024,"2342 Chemists, and Food and Wine Scientists",85,28,45603.610212465275,45011.73821542824
11/2024,"2342 Chemists, and Food and Wine Scientists",55,2,45614.73167847222,45513.663656979166
11/2024,"2342 Chemists, and Food and Wine Scientists",60,6,45619.63261701389,45051.68617175926
11/2024,"2342 Chemists, and Food and Wine Scientists",50,1,45250.589047800924,45250.589047800924
11/2024,2713 Solicitors,65,12,45621.726174571755,44951.08952693287
11/2024,2713 Solicitors,75,25,45619.70340648148,44903.72863510417
11/2024,2713 Solicitors,70,18,45599.05362627315,44975.58989780093
11/2024,2713 Solicitors,80,28,45624.57481519676,44903.991426967594
11/2024,2713 Solicitors,95,1,45616.84644849537,45616.84644849537
11/2024,2713 Solicitors,90,10,45617.52624594908,45182.58412222222
11/2024,2713 Solicitors,85,44,45626.59163206018,44915.54935231482
11/2024,2713 Solicitors,60,7,45593.67361203703,44985.724796296294
11/2024,2331 Chemical and Materials Engineers,65,35,45625.9694400463,44976.79494690972
11/2024,2331 Chemical and Materials Engineers,75,41,45621.77641096065,45083.68683075231
11/2024,2331 Chemical and Materials Engineers,70,52,45623.860852812504,44906.06136883102
11/2024,2331 Chemical and Materials Engineers,80,60,45625.533009872684,44901.78136693287
11/2024,2331 Chemical and Materials Engineers,90,6,45621.467678043984,45103.034299618055
11/2024,2331 Chemical and Materials Engineers,85,35,45616.96068792824,44915.57850616898
11/2024,2331 Chemical and Materials Engineers,60,5,45610.4439,45254.754475347225
11/2024,2331 Chemical and Materials Engineers,45,1,45188.6400659375,45188.6400659375
11/2024,3123 Electrical Engineering Draftspersons and Technicians,65,16,45625.81183032408,45004.84352071759
11/2024,3123 Electrical Engineering Draftspersons and Technicians,75,13,45614.88352565972,44949.71392511574
11/2024,3123 Electrical Engineering Draftspersons and Technicians,70,18,45620.874411655095,45111.28320787037
11/2024,3123 Electrical Engineering Draftspersons and Technicians,80,8,45559.725057986114,45063.3531209838
11/2024,3123 Electrical Engineering Draftspersons and Technicians,90,4,45401.81746762732,45270.692713888886
11/2024,3123 Electrical Engineering Draftspersons and Technicians,85,10,45621.47951979167,45162.55922299768
11/2024,3123 Electrical Engineering Draftspersons and Technicians,55,1,45497.93674722222,45497.93674722222
11/2024,3123 Electrical Engineering Draftspersons and Technicians,60,1,45560.55260451389,45560.55260451389
11/2024,3123 Electrical Engineering Draftspersons and Technicians,50,2,45559.67003429398,45262.70288012731
11/2024,2333 Electrical Engineers,65,105,45625.95142392361,44931.969906909726
11/2024,2333 Electrical Engineers,75,108,45618.75600335648,44970.748185613425
11/2024,2333 Electrical Engineers,70,96,45623.96407971065,44905.026206979164
11/2024,2333 Electrical Engineers,80,107,45624.72132561343,44906.732279398144
11/2024,2333 Electrical Engineers,95,1,45621.6586803588,45621.6586803588
11/2024,2333 Electrical Engineers,90,8,45616.71147126157,45081.619036689815
11/2024,2333 Electrical Engineers,85,55,45623.61203422454,44933.95216851852
11/2024,2333 Electrical Engineers,55,14,45616.836484988424,45180.7287306713
11/2024,2333 Electrical Engineers,60,22,45625.612276354164,45009.86705555556
11/2024,2333 Electrical Engineers,50,4,45609.69599475694,45560.609310381944
11/2024,2321 Architects and Landscape Architects,65,38,45625.84323746528,45015.54460497685
11/2024,2321 Architects and Landscape Architects,75,17,45623.882124537035,44943.76741994213
11/2024,2321 Architects and Landscape Architects,70,67,45626.870575960646,44978.91200104167
11/2024,2321 Architects and Landscape Architects,80,9,45623.53383908565,45558.82641704861
11/2024,2321 Architects and Landscape Architects,90,1,45605.57845613426,45605.57845613426
11/2024,2321 Architects and Landscape Architects,85,1,45617.64343738426,45617.64343738426
11/2024,2321 Architects and Landscape Architects,60,6,45581.788687465276,45034.79291739583
11/2024,2531 General Practitioners and Resident Medical officers,65,11,45616.90981145833,45139.66150767361
11/2024,2531 General Practitioners and Resident Medical officers,75,3,45624.83673969907,45611.85608232639
11/2024,2531 General Practitioners and Resident Medical officers,70,15,45618.47177716435,45127.604572337965
11/2024,2531 General Practitioners and Resident Medical officers,80,12,45622.7560349537,45359.81371666667
11/2024,2531 General Practitioners and Resident Medical officers,90,2,45614.71232619213,45337.456672685184
11/2024,2531 General Practitioners and Resident Medical officers,85,2,45617.94944398148,45606.95622005787
11/2024,2531 General Practitioners and Resident Medical officers,55,1,45528.0105880787,45528.0105880787
11/2024,2247 Management and Organisation Analysts,65,7,45609.727002430554,45331.52543116898
11/2024,2247 Management and Organisation Analysts,75,25,45623.542051157405,45068.94277997685
11/2024,2247 Management and Organisation Analysts,70,7,45610.137761770835,45022.67482519676
11/2024,2247 Management and Organisation Analysts,80,21,45617.84411064815,44927.23495370371
11/2024,2247 Management and Organisation Analysts,90,1,45611.85515991898,45611.85515991898
11/2024,2247 Management and Organisation Analysts,85,23,45619.78097045139,44958.63702731481
11/2024,2347 Veterinarians,65,1,44956.75645621528,44956.75645621528
11/2024,2347 Veterinarians,75,6,45613.31795347222,45257.596761574074
11/2024,2347 Veterinarians,70,2,45601.46138399305,45545.66037399306
11/2024,2347 Veterinarians,80,6,45592.73313807871,45052.51718700232
11/2024,2347 Veterinarians,90,1,45625.69229259259,45625.69229259259
11/2024,2347 Veterinarians,85,7,45623.62398538194,45123.88930740741
11/2024,2414 Secondary School Teachers,65,41,45623.32948047454,45332.46180142361
11/2024,2414 Secondary School Teachers,75,14,45624.83440439815,45261.05079001158
11/2024,2414 Secondary School Teachers,70,45,45626.164452164354,45261.71933059028
11/2024,2414 Secondary School Teachers,80,5,45615.70572665509,45296.49888032407
11/2024,2414 Secondary School Teachers,90,1,45609.8637096875,45609.8637096875
11/2024,2414 Secondary School Teachers,85,1,45331.919285763885,45331.919285763885
11/2024,2414 Secondary School Teachers,55,2,45601.64418506945,45554.042983368054
11/2024,2414 Secondary School Teachers,60,7,45604.76773908565,45287.58842010416
11/2024,2414 Secondary School Teachers,50,1,45607.74236038195,45607.74236038195
11/2024,1341 Child Care Centre Managers,65,2,45547.635732372684,45488.58068591435
11/2024,1341 Child Care Centre Managers,75,1,45611.68506704861,45611.68506704861
11/2024,1341 Child Care Centre Managers,70,2,45622.66987931713,45546.53739297454
11/2024,"2241 Actuaries, Mathematicians and Statisticians",65,13,45625.46474603009,45367.61025023148
11/2024,"2241 Actuaries, Mathematicians and Statisticians",75,18,45614.763849421295,44976.63250092592
11/2024,"2241 Actuaries, Mathematicians and Statisticians",70,22,45625.93993630787,44960.129412002316
11/2024,"2241 Actuaries, Mathematicians and Statisticians",80,27,45625.68936292824,44943.7730315625
11/2024,"2241 Actuaries, Mathematicians and Statisticians",95,1,45318.93404953704,45318.93404953704
11/2024,"2241 Actuaries, Mathematicians and Statisticians",90,8,45606.23097774306,45007.58470763889
11/2024,"2241 Actuaries, Mathematicians and Statisticians",85,39,45620.64954641204,44995.74294008102
11/2024,"2241 Actuaries, Mathematicians and Statisticians",100,1,45520.75578556713,45520.75578556713
11/2024,2421 University Lecturers and Tutors,65,61,45625.96460127315,44904.73415081018
11/2024,2421 University Lecturers and Tutors,75,61,45625.6695869213,44916.50415998843
11/2024,2421 University Lecturers and Tutors,70,59,45625.87674363426,44986.893400810186
11/2024,2421 University Lecturers and Tutors,80,57,45625.64704328704,44970.59066628473
11/2024,2421 University Lecturers and Tutors,95,4,45609.92721701389,45362.81680744213
11/2024,2421 University Lecturers and Tutors,90,4,45606.62436165509,45129.718328206014
11/2024,2421 University Lecturers and Tutors,85,31,45624.50058649306,44950.91129089121
11/2024,2421 University Lecturers and Tutors,55,9,45612.8180337963,45186.27786145834
11/2024,2421 University Lecturers and Tutors,60,15,45625.08893140046,45085.89318298611
11/2024,2421 University Lecturers and Tutors,50,1,45574.82901894676,45574.82901894676
11/2024,2421 University Lecturers and Tutors,100,1,45616.572230868056,45616.572230868056
11/2024,2421 University Lecturers and Tutors,45,1,45559.487016203704,45559.487016203704
11/2024,2633 Telecommunications Engineering Professionals,65,58,45622.82351234954,44907.798169016205
11/2024,2633 Telecommunications Engineering Professionals,75,74,45626.851495219904,44985.112024155096
11/2024,2633 Telecommunications Engineering Professionals,70,43,45623.66971084491,44906.2827178588
11/2024,2633 Telecommunications Engineering Professionals,80,41,45622.51882079861,44903.932339733794
11/2024,2633 Telecommunications Engineering Professionals,90,3,45625.517832604164,45142.49117418981
11/2024,2633 Telecommunications Engineering Professionals,85,36,45623.99588912037,45013.61177403935
11/2024,2633 Telecommunications Engineering Professionals,55,4,45581.769365740736,45341.92252260417
11/2024,2633 Telecommunications Engineering Professionals,60,8,45600.580674537036,44913.68988167824
11/2024,2633 Telecommunications Engineering Professionals,50,1,45617.56927800926,45617.56927800926
11/2024,2633 Telecommunications Engineering Professionals,45,3,45604.9468621875,45541.51372538194
11/2024,1332 Engineering Managers,65,21,45625.06997700231,45098.91553668981
11/2024,1332 Engineering Managers,75,13,45618.91567271991,45126.96542997685
11/2024,1332 Engineering Managers,70,9,45626.77611655093,45399.851910729165
11/2024,1332 Engineering Managers,80,4,45590.76163842592,45552.80968012731
11/2024,1332 Engineering Managers,85,4,45623.873866932874,45152.99810975695
11/2024,1332 Engineering Managers,55,1,45572.9827497338,45572.9827497338
11/2024,1332 Engineering Managers,60,6,45624.689962812496,45521.15338684028
11/2024,1332 Engineering Managers,50,1,45608.93265509259,45608.93265509259
11/2024,3122 Civil Engineering Draftspersons and Technicians,65,243,45626.66464880787,44926.92222519676
11/2024,3122 Civil Engineering Draftspersons and Technicians,75,61,45626.774308217595,45143.80150350694
11/2024,3122 Civil Engineering Draftspersons and Technicians,70,279,45625.4918415162,44915.57806331018
11/2024,3122 Civil Engineering Draftspersons and Technicians,80,29,45622.609747835646,45128.515696793984
11/2024,3122 Civil Engineering Draftspersons and Technicians,90,1,45621.53915844907,45621.53915844907
11/2024,3122 Civil Engineering Draftspersons and Technicians,85,3,45614.65485767361,45603.78704378472
11/2024,3122 Civil Engineering Draftspersons and Technicians,55,29,45622.76943596065,45199.083966087965
11/2024,3122 Civil Engineering Draftspersons and Technicians,60,49,45625.07998417824,45095.49193920139
11/2024,3122 Civil Engineering Draftspersons and Technicians,50,7,45583.646607835646,45392.53898445602
11/2024,3122 Civil Engineering Draftspersons and Technicians,45,2,45615.732595636575,45544.48676165509
